gp_nr,mp_id,zpb,anlage,pv_label,label_source,pv_commissioning_date,has_meter,has_blank_pv_row,n_gigi_rows,pv_kwp,plz,ort,kanton
108963,168244,,,1.0,silver_feedin,,True,,,,5322,,
108987,163740,,,1.0,silver_feedin,,True,,,,5322,,
109077,167214,,,1.0,silver_feedin,,True,,,,5322,,
109081,168112,,,1.0,silver_feedin,,True,,,,5322,,
109140,44845,,,1.0,silver_feedin,,True,,,,5745,,
109149,162625,,,1.0,silver_feedin,,True,,,,4312,,
109165,93865,,,1.0,silver_feedin,,True,,,,5332,,
109183,144649,,,1.0,silver_feedin,,True,,,,4313,,
109279,107932,,,1.0,silver_feedin,,True,,,,5078,,
109357,161628,,,1.0,silver_feedin,,True,,,,4333,,
109527,170828,,,1.0,silver_feedin,,True,,,,5614,,
109668,94825,,,1.0,silver_feedin,,True,,,,5304,,
109828,157429,,,1.0,silver_feedin,,True,,,,4314,,
110316,151217,,,1.0,silver_feedin,,True,,,,4324,,
110572,125187,,,1.0,silver_feedin,,True,,,,5707,,
110626,156436,,,1.0,silver_feedin,,True,,,,8962,,
111347,47677,,,1.0,silver_feedin,,True,,,,5330,,
111394,153478,,,1.0,silver_feedin,,True,,,,4313,,
111481,80900,,,1.0,silver_feedin,,True,,,,5733,,
111870,47380,,,1.0,silver_feedin,,True,,,,5443,,
112273,126222,,,1.0,silver_feedin,,True,,,,4303,,
112276,168240,,,1.0,silver_feedin,,True,,,,5322,,
112382,125674,,,1.0,silver_feedin,,True,,,,5607,,
112511,119734,,,1.0,silver_feedin,,True,,,,5235,,
112537,153130,,,1.0,silver_feedin,,True,,,,4313,,
112993,103752,,,1.0,silver_feedin,,True,,,,5745,,
113064,132017,,,1.0,silver_feedin,,True,,,,5707,,
113090,136014,,,1.0,silver_feedin,,True,,,,4313,,
113271,160861,,,1.0,silver_feedin,,True,,,,4312,,
113313,162545,,,1.0,silver_feedin,,True,,,,5614,,
113406,110012,,,1.0,silver_feedin,,True,,,,5426,,
113538,138515,,,1.0,silver_feedin,,True,,,,5727,,
113655,101863,,,1.0,silver_feedin,,True,,,,5113,,
113733,133655,,,1.0,silver_feedin,,True,,,,5330,,
113822,166169,,,1.0,silver_feedin,,True,,,,4313,,
114491,160437,,,1.0,silver_feedin,,True,,,,4325,,
114609,164607,,,1.0,silver_feedin,,True,,,,5724,,
114760,101753,,,1.0,silver_feedin,,True,,,,8962,,
114796,47268,,,1.0,silver_feedin,,True,,,,5443,,
114883,39766,,,1.0,silver_feedin,,True,,,,5745,,
114911,143026,,,1.0,silver_feedin,,True,,,,5316,,
115111,58219,,,1.0,silver_feedin,,True,,,,5727,,
115197,153164,,,1.0,silver_feedin,,True,,,,4813,,
115317,86298,,,1.0,silver_feedin,,True,,,,5608,,
115482,168760,,,1.0,silver_feedin,,True,,,,4312,,
115499,167437,,,1.0,silver_feedin,,True,,,,5236,,
115628,162905,,,1.0,silver_feedin,,True,,,,4333,,
115661,27201,,,1.0,silver_feedin,,True,,,,5113,,
115673,128897,,,1.0,silver_feedin,,True,,,,4317,,
115788,144385,,,1.0,silver_feedin,,True,,,,5075,,
115796,68937,,,1.0,silver_feedin,,True,,,,5467,,
115889,61535,,,1.0,silver_feedin,,True,,,,5745,,
116248,52002,,,1.0,silver_feedin,,True,,,,5330,,
116432,47266,,,1.0,silver_feedin,,True,,,,5443,,
116625,120138,,,1.0,silver_feedin,,True,,,,4322,,
116687,139621,,,1.0,silver_feedin,,True,,,,5316,,
116768,138513,,,1.0,silver_feedin,,True,,,,4313,,
116883,141595,,,1.0,silver_feedin,,True,,,,5607,,
116893,71371,,,1.0,silver_feedin,,True,,,,8962,,
116902,125775,,,1.0,silver_feedin,,True,,,,5607,,
116903,159288,,,1.0,silver_feedin,,True,,,,5607,,
116904,125774,,,1.0,silver_feedin,,True,,,,5607,,
116910,135697,,,1.0,silver_feedin,,True,,,,5607,,
116922,141593,,,1.0,silver_feedin,,True,,,,5607,,
116928,139817,,,1.0,silver_feedin,,True,,,,5607,,
116964,159177,,,1.0,silver_feedin,,True,,,,5607,,
116966,141594,,,1.0,silver_feedin,,True,,,,5607,,
116972,141372,,,1.0,silver_feedin,,True,,,,5607,,
117034,153278,,,1.0,silver_feedin,,True,,,,4303,,
117090,131249,,,1.0,silver_feedin,,True,,,,5607,,
117148,149251,,,1.0,silver_feedin,,True,,,,5607,,
117158,151160,,,1.0,silver_feedin,,True,,,,5607,,
117189,151392,,,1.0,silver_feedin,,True,,,,5607,,
117230,167947,,,1.0,silver_feedin,,True,,,,4313,,
117267,141269,,,1.0,silver_feedin,,True,,,,5607,,
117268,140575,,,1.0,silver_feedin,,True,,,,5607,,
117310,130130,,,1.0,silver_feedin,,True,,,,5607,,
117317,145525,,,1.0,silver_feedin,,True,,,,5607,,
117324,158857,,,1.0,silver_feedin,,True,,,,5607,,
117346,150722,,,1.0,silver_feedin,,True,,,,5607,,
117352,151687,,,1.0,silver_feedin,,True,,,,5607,,
117370,139439,,,1.0,silver_feedin,,True,,,,5607,,
117376,139577,,,1.0,silver_feedin,,True,,,,5607,,
117381,139819,,,1.0,silver_feedin,,True,,,,5607,,
117498,109449,,,1.0,silver_feedin,,True,,,,5237,,
117654,112836,,,1.0,silver_feedin,,True,,,,5522,,
117655,112832,,,1.0,silver_feedin,,True,,,,5522,,
117660,112835,,,1.0,silver_feedin,,True,,,,5522,,
117807,148374,,,1.0,silver_feedin,,True,,,,5607,,
117814,131395,,,1.0,silver_feedin,,True,,,,5607,,
117851,135699,,,1.0,silver_feedin,,True,,,,5607,,
117867,132262,,,1.0,silver_feedin,,True,,,,5607,,
117874,135864,,,1.0,silver_feedin,,True,,,,5607,,
117902,135698,,,1.0,silver_feedin,,True,,,,5607,,
117917,127422,,,1.0,silver_feedin,,True,,,,5607,,
117931,148486,,,1.0,silver_feedin,,True,,,,5607,,
117952,150899,,,1.0,silver_feedin,,True,,,,5607,,
117996,130173,,,1.0,silver_feedin,,True,,,,5108,,
118060,159168,,,1.0,silver_feedin,,True,,,,5312,,
118144,127986,,,1.0,silver_feedin,,True,,,,5607,,
118145,134844,,,1.0,silver_feedin,,True,,,,5607,,
118158,155256,,,1.0,silver_feedin,,True,,,,5607,,
118161,139816,,,1.0,silver_feedin,,True,,,,5607,,
118163,131264,,,1.0,silver_feedin,,True,,,,5607,,
118164,140330,,,1.0,silver_feedin,,True,,,,5607,,
118167,150671,,,1.0,silver_feedin,,True,,,,5607,,
118219,127421,,,1.0,silver_feedin,,True,,,,5607,,
118226,134285,,,1.0,silver_feedin,,True,,,,5607,,
118291,129732,,,1.0,silver_feedin,,True,,,,5607,,
118309,139820,,,1.0,silver_feedin,,True,,,,5607,,
118311,139815,,,1.0,silver_feedin,,True,,,,5607,,
118312,139824,,,1.0,silver_feedin,,True,,,,5607,,
118313,139822,,,1.0,silver_feedin,,True,,,,5607,,
118331,136846,,,1.0,silver_feedin,,True,,,,5607,,
118347,122627,,,1.0,silver_feedin,,True,,,,4322,,
118355,129728,,,1.0,silver_feedin,,True,,,,5607,,
118414,148485,,,1.0,silver_feedin,,True,,,,5607,,
118430,107591,,,1.0,silver_feedin,,True,,,,5622,,
118433,115991,,,1.0,silver_feedin,,True,,,,5504,,
118524,144382,,,1.0,silver_feedin,,True,,,,5607,,
118567,131505,,,1.0,silver_feedin,,True,,,,5607,,
118569,150167,,,1.0,silver_feedin,,True,,,,5607,,
118598,138745,,,1.0,silver_feedin,,True,,,,5607,,
118601,144107,,,1.0,silver_feedin,,True,,,,5607,,
118608,149422,,,1.0,silver_feedin,,True,,,,5607,,
118617,142474,,,1.0,silver_feedin,,True,,,,5607,,
118628,159142,,,1.0,silver_feedin,,True,,,,5607,,
118629,149059,,,1.0,silver_feedin,,True,,,,5607,,
118638,149252,,,1.0,silver_feedin,,True,,,,5607,,
118641,156367,,,1.0,silver_feedin,,True,,,,5607,,
118676,131259,,,1.0,silver_feedin,,True,,,,5607,,
118774,143463,,,1.0,silver_feedin,,True,,,,5607,,
118948,102372,,,1.0,silver_feedin,,True,,,,5225,,
119046,109810,,,1.0,silver_feedin,,True,,,,5622,,
119052,163079,,,1.0,silver_feedin,,True,,,,5615,,
119577,144723,,,1.0,silver_feedin,,True,,,,5620,,
119725,126156,,,1.0,silver_feedin,,True,,,,5620,,
119735,99437,,,1.0,silver_feedin,,True,,,,4468,,
119791,86732,,,1.0,silver_feedin,,True,,,,5074,,
119919,164594,,,1.0,silver_feedin,,True,,,,5605,,
120120,42597,,,1.0,silver_feedin,,True,,,,5745,,
120133,154618,,,1.0,silver_feedin,,True,,,,4313,,
120312,105773,,,1.0,silver_feedin,,True,,,,4310,,
120502,157491,,,1.0,silver_feedin,,True,,,,4303,,
120617,42979,,,1.0,silver_feedin,,True,,,,5105,,
120680,150243,,,1.0,silver_feedin,,True,,,,4813,,
120786,127538,,,1.0,silver_feedin,,True,,,,5507,,
121022,144175,,,1.0,silver_feedin,,True,,,,4313,,
121027,130957,,,1.0,silver_feedin,,True,,,,5725,,
121039,47267,,,1.0,silver_feedin,,True,,,,5443,,
121086,119465,,,1.0,silver_feedin,,True,,,,4303,,
121129,125672,,,1.0,silver_feedin,,True,,,,5607,,
121141,131267,,,1.0,silver_feedin,,True,,,,5607,,
121152,153109,,,1.0,silver_feedin,,True,,,,5607,,
121216,87307,,,1.0,silver_feedin,,True,,,,5608,,
121221,165165,,,1.0,silver_feedin,,True,,,,5614,,
121288,132020,,,1.0,silver_feedin,,True,,,,5707,,
121583,109257,,,1.0,silver_feedin,,True,,,,4310,,
121856,127985,,,1.0,silver_feedin,,True,,,,5607,,
121986,149314,,,1.0,silver_feedin,,True,,,,5107,,
121995,165168,,,1.0,silver_feedin,,True,,,,5614,,
122080,56067,,,1.0,silver_feedin,,True,,,,5072,,
122182,73033,,,1.0,silver_feedin,,True,,,,5106,,
122299,153258,,,1.0,silver_feedin,,True,,,,5506,,
122384,151390,,,1.0,silver_feedin,,True,,,,5620,,
122389,101615,,,1.0,silver_feedin,,True,,,,5622,,
122391,99153,,,1.0,silver_feedin,,True,,,,5622,,
122409,149861,,,1.0,silver_feedin,,True,,,,4313,,
122495,91313,,,1.0,silver_feedin,,True,,,,5225,,
122864,139823,,,1.0,silver_feedin,,True,,,,5607,,
122909,142390,,,1.0,silver_feedin,,True,,,,5607,,
122914,131266,,,1.0,silver_feedin,,True,,,,5607,,
122920,166471,,,1.0,silver_feedin,,True,,,,5615,,
122992,157288,,,1.0,silver_feedin,,True,,,,5312,,
123043,159242,,,1.0,silver_feedin,,True,,,,5607,,
123081,169118,,,1.0,silver_feedin,,True,,,,5322,,
123276,107211,,,1.0,silver_feedin,,True,,,,5617,,
123307,148344,,,1.0,silver_feedin,,True,,,,5620,,
123449,80899,,,1.0,silver_feedin,,True,,,,5706,,
123558,128925,,,1.0,silver_feedin,,True,,,,5620,,
123618,152043,,,1.0,silver_feedin,,True,,,,4313,,
123627,82970,,,1.0,silver_feedin,,True,,,,5608,,
123710,152174,,,1.0,silver_feedin,,True,,,,4813,,
123767,97781,,,1.0,silver_feedin,,True,,,,5706,,
123886,38023,,,1.0,silver_feedin,,True,,,,4310,,
124140,167953,,,1.0,silver_feedin,,True,,,,4313,,
124204,163478,,,1.0,silver_feedin,,True,,,,5733,,
124214,36090,,,1.0,silver_feedin,,True,,,,5443,,
124242,165161,,,1.0,silver_feedin,,True,,,,4312,,
124356,68905,,,1.0,silver_feedin,,True,,,,5330,,
124401,141272,,,1.0,silver_feedin,,True,,,,5607,,
124446,157727,,,1.0,silver_feedin,,True,,,,5106,,
124664,96857,,,1.0,silver_feedin,,True,,,,5706,,
124733,124350,,,1.0,silver_feedin,,True,,,,5707,,
124999,166301,,,1.0,silver_feedin,,True,,,,5236,,
125058,132001,,,1.0,silver_feedin,,True,,,,5725,,
125140,87293,,,1.0,silver_feedin,,True,,,,5074,,
125219,133534,,,1.0,silver_feedin,,True,,,,4813,,
125411,150984,,,1.0,silver_feedin,,True,,,,5306,,
125590,167655,,,1.0,silver_feedin,,True,,,,5236,,
125683,94909,,,1.0,silver_feedin,,True,,,,5706,,
125753,130181,,,1.0,silver_feedin,,True,,,,5107,,
125772,148421,,,1.0,silver_feedin,,True,,,,4313,,
125794,96056,,,1.0,silver_feedin,,True,,,,5304,,
125962,88554,,,1.0,silver_feedin,,True,,,,5706,,
125970,124658,,,1.0,silver_feedin,,True,,,,5075,,
126052,154393,,,1.0,silver_feedin,,True,,,,4313,,
126159,80430,,,1.0,silver_feedin,,True,,,,5608,,
126282,148489,,,1.0,silver_feedin,,True,,,,4316,,
126339,168008,,,1.0,silver_feedin,,True,,,,4324,,
126645,65291,,,1.0,silver_feedin,,True,,,,8962,,
126935,54808,,,1.0,silver_feedin,,True,,,,4313,,
126971,88733,,,1.0,silver_feedin,,True,,,,5244,,
127048,80429,,,1.0,silver_feedin,,True,,,,5608,,
127210,105430,,,1.0,silver_feedin,,True,,,,5078,,
127234,111460,,,1.0,silver_feedin,,True,,,,5745,,
127246,154643,,,1.0,silver_feedin,,True,,,,5504,,
127291,126270,,,1.0,silver_feedin,,True,,,,4313,,
127316,156425,,,1.0,silver_feedin,,True,,,,4313,,
127445,108714,,,1.0,silver_feedin,,True,,,,5706,,
127543,43959,,,1.0,silver_feedin,,True,,,,5105,,
127804,152059,,,1.0,silver_feedin,,True,,,,5707,,
127846,91011,,,1.0,silver_feedin,,True,,,,5706,,
127867,95489,,,1.0,silver_feedin,,True,,,,4310,,
128107,168145,,,1.0,silver_feedin,,True,,,,4313,,
128202,80367,,,1.0,silver_feedin,,True,,,,5072,,
128473,110146,,,1.0,silver_feedin,,True,,,,5619,,
128565,52195,,,1.0,silver_feedin,,True,,,,5745,,
128658,158223,,,1.0,silver_feedin,,True,,,,5072,,
128738,63857,,,1.0,silver_feedin,,True,,,,5072,,
128854,30290,,,1.0,silver_feedin,,True,,,,5072,,
129006,165408,,,1.0,silver_feedin,,True,,,,4313,,
129115,119540,,,1.0,silver_feedin,,True,,,,5462,,
129121,30239,,,1.0,silver_feedin,,True,,,,5072,,
129125,140426,,,1.0,silver_feedin,,True,,,,4317,,
129129,31439,,,1.0,silver_feedin,,True,,,,5072,,
129204,148285,,,1.0,silver_feedin,,True,,,,4316,,
129213,165363,,,1.0,silver_feedin,,True,,,,5620,,
129228,66520,,,1.0,silver_feedin,,True,,,,5072,,
129302,142499,,,1.0,silver_feedin,,True,,,,4313,,
129379,68966,,,1.0,silver_feedin,,True,,,,5072,,
129381,58220,,,1.0,silver_feedin,,True,,,,5072,,
129404,76793,,,1.0,silver_feedin,,True,,,,5072,,
129406,63511,,,1.0,silver_feedin,,True,,,,5072,,
129412,90221,,,1.0,silver_feedin,,True,,,,5072,,
129415,132055,,,1.0,silver_feedin,,True,,,,5072,,
129417,138516,,,1.0,silver_feedin,,True,,,,5072,,
129426,25525,,,1.0,silver_feedin,,True,,,,5072,,
129428,84118,,,1.0,silver_feedin,,True,,,,5608,,
129434,36305,,,1.0,silver_feedin,,True,,,,5072,,
129436,98623,,,1.0,silver_feedin,,True,,,,5072,,
129437,98622,,,1.0,silver_feedin,,True,,,,5072,,
129438,47288,,,1.0,silver_feedin,,True,,,,5072,,
129439,71407,,,1.0,silver_feedin,,True,,,,5072,,
129443,153221,,,1.0,silver_feedin,,True,,,,5072,,
129445,58965,,,1.0,silver_feedin,,True,,,,5072,,
129455,81922,,,1.0,silver_feedin,,True,,,,5072,,
129464,65743,,,1.0,silver_feedin,,True,,,,5072,,
129466,106355,,,1.0,silver_feedin,,True,,,,5072,,
129493,58972,,,1.0,silver_feedin,,True,,,,5619,,
129556,85530,,,1.0,silver_feedin,,True,,,,5072,,
129657,165373,,,1.0,silver_feedin,,True,,,,4313,,
129723,162903,,,1.0,silver_feedin,,True,,,,4333,,
129763,151828,,,1.0,silver_feedin,,True,,,,4313,,
129769,51593,,,1.0,silver_feedin,,True,,,,5072,,
129830,70014,,,1.0,silver_feedin,,True,,,,5072,,
129893,128928,,,1.0,silver_feedin,,True,,,,5443,,
129972,157945,,,1.0,silver_feedin,,True,,,,5070,,
129979,132051,,,1.0,silver_feedin,,True,,,,5027,,
130027,78192,,,1.0,silver_feedin,,True,,,,5072,,
130033,65518,,,1.0,silver_feedin,,True,,,,5467,,
130043,91780,,,1.0,silver_feedin,,True,,,,5072,,
130077,169292,,,1.0,silver_feedin,,True,,,,4312,,
130086,162051,,,1.0,silver_feedin,,True,,,,5604,,
130106,134490,,,1.0,silver_feedin,,True,,,,4303,,
130120,130184,,,1.0,silver_feedin,,True,,,,5107,,
130152,67307,,,1.0,silver_feedin,,True,,,,5072,,
130156,72318,,,1.0,silver_feedin,,True,,,,5072,,
130166,97185,,,1.0,silver_feedin,,True,,,,5072,,
130175,152817,,,1.0,silver_feedin,,True,,,,4325,,
130260,32131,,,1.0,silver_feedin,,True,,,,5072,,
130263,134202,,,1.0,silver_feedin,,True,,,,5620,,
130292,58221,,,1.0,silver_feedin,,True,,,,5072,,
130386,118003,,,1.0,silver_feedin,,True,,,,5504,,
130433,135756,,,1.0,silver_feedin,,True,,,,5107,,
130495,147863,,,1.0,silver_feedin,,True,,,,4316,,
130508,85012,,,1.0,silver_feedin,,True,,,,5727,,
130510,95448,,,1.0,silver_feedin,,True,,,,5426,,
130526,96357,,,1.0,silver_feedin,,True,,,,5727,,
130531,142472,,,1.0,silver_feedin,,True,,,,5312,,
130535,116375,,,1.0,silver_feedin,,True,,,,4322,,
130557,153140,,,1.0,silver_feedin,,True,,,,4324,,
130585,107554,,,1.0,silver_feedin,,True,,,,5078,,
130604,29907,,,1.0,silver_feedin,,True,,,,5072,,
130666,51139,,,1.0,silver_feedin,,True,,,,5745,,
130671,51140,,,1.0,silver_feedin,,True,,,,5745,,
130676,143505,,,1.0,silver_feedin,,True,,,,4313,,
130720,147833,,,1.0,silver_feedin,,True,,,,5306,,
130723,122611,,,1.0,silver_feedin,,True,,,,5306,,
130764,159954,,,1.0,silver_feedin,,True,,,,5600,,
130775,142500,,,1.0,silver_feedin,,True,,,,4313,,
130794,164055,,,1.0,silver_feedin,,True,,,,5607,,
130883,60805,,,1.0,silver_feedin,,True,,,,8962,,
130941,120334,,,1.0,silver_feedin,,True,,,,4303,,
130992,123378,,,1.0,silver_feedin,,True,,,,5745,,
131001,167439,,,1.0,silver_feedin,,True,,,,5236,,
131002,167648,,,1.0,silver_feedin,,True,,,,5236,,
131019,130530,,,1.0,silver_feedin,,True,,,,5027,,
131098,162510,,,1.0,silver_feedin,,True,,,,5615,,
131176,7854,,,1.0,silver_feedin,,True,,,,5725,,
131209,105460,,,1.0,silver_feedin,,True,,,,5443,,
131216,163912,,,1.0,silver_feedin,,True,,,,5605,,
131244,49283,,,1.0,silver_feedin,,True,,,,5443,,
131273,70003,,,1.0,silver_feedin,,True,,,,5443,,
131307,168571,,,1.0,silver_feedin,,True,,,,4313,,
131320,131872,,,1.0,silver_feedin,,True,,,,5600,,
131358,157982,,,1.0,silver_feedin,,True,,,,5725,,
131378,107573,,,1.0,silver_feedin,,True,,,,5522,,
131399,136597,,,1.0,silver_feedin,,True,,,,5306,,
131408,60208,,,1.0,silver_feedin,,True,,,,5105,,
131553,96361,,,1.0,silver_feedin,,True,,,,5745,,
131565,149689,,,1.0,silver_feedin,,True,,,,5726,,
131658,128934,,,1.0,silver_feedin,,True,,,,5726,,
131738,80270,,,1.0,silver_feedin,,True,,,,5727,,
131751,166453,,,1.0,silver_feedin,,True,,,,5726,,
131785,36282,,,1.0,silver_feedin,,True,,,,5726,,
131838,62961,,,1.0,silver_feedin,,True,,,,5464,,
131853,147613,,,1.0,silver_feedin,,True,,,,4317,,
131896,140458,,,1.0,silver_feedin,,True,,,,5726,,
131901,38501,,,1.0,silver_feedin,,True,,,,5726,,
131917,99035,,,1.0,silver_feedin,,True,,,,5726,,
131949,71405,,,1.0,silver_feedin,,True,,,,5330,,
131979,168582,,,1.0,silver_feedin,,True,,,,5314,,
131993,110242,,,1.0,silver_feedin,,True,,,,5726,,
132005,74779,,,1.0,silver_feedin,,True,,,,5726,,
132016,162235,,,1.0,silver_feedin,,True,,,,4316,,
132020,169495,,,1.0,silver_feedin,,True,,,,4316,,
132061,155257,,,1.0,silver_feedin,,True,,,,5607,,
132092,163239,,,1.0,silver_feedin,,True,,,,5614,,
132137,44597,,,1.0,silver_feedin,,True,,,,5619,,
132144,140430,,,1.0,silver_feedin,,True,,,,5464,,
132163,36212,,,1.0,silver_feedin,,True,,,,5726,,
132170,110241,,,1.0,silver_feedin,,True,,,,5726,,
132237,155820,,,1.0,silver_feedin,,True,,,,4313,,
132248,107989,,,1.0,silver_feedin,,True,,,,5726,,
132270,50367,,,1.0,silver_feedin,,True,,,,5726,,
132279,30452,,,1.0,silver_feedin,,True,,,,5726,,
132282,39689,,,1.0,silver_feedin,,True,,,,5726,,
132439,124384,,,1.0,silver_feedin,,True,,,,4303,,
132456,144408,,,1.0,silver_feedin,,True,,,,5314,,
132461,154556,,,1.0,silver_feedin,,True,,,,5330,,
132487,106353,,,1.0,silver_feedin,,True,,,,5506,,
132490,154709,,,1.0,silver_feedin,,True,,,,5107,,
132536,144118,,,1.0,silver_feedin,,True,,,,5607,,
132543,139643,,,1.0,silver_feedin,,True,,,,4813,,
132554,116414,,,1.0,silver_feedin,,True,,,,5726,,
132602,38098,,,1.0,silver_feedin,,True,,,,5726,,
132634,36608,,,1.0,silver_feedin,,True,,,,5726,,
132635,151501,,,1.0,silver_feedin,,True,,,,5726,,
132679,144748,,,1.0,silver_feedin,,True,,,,5726,,
132720,152387,,,1.0,silver_feedin,,True,,,,4324,,
132740,124351,,,1.0,silver_feedin,,True,,,,5726,,
132786,166950,,,1.0,silver_feedin,,True,,,,5726,,
132813,46758,,,1.0,silver_feedin,,True,,,,5726,,
132826,150117,,,1.0,silver_feedin,,True,,,,5726,,
132836,56096,,,1.0,silver_feedin,,True,,,,5726,,
132976,160727,,,1.0,silver_feedin,,True,,,,5726,,
132995,24525,,,1.0,silver_feedin,,True,,,,5726,,
132998,134225,,,1.0,silver_feedin,,True,,,,5726,,
132999,134351,,,1.0,silver_feedin,,True,,,,5726,,
133008,29050,,,1.0,silver_feedin,,True,,,,5726,,
133017,136988,,,1.0,silver_feedin,,True,,,,5506,,
133018,106922,,,1.0,silver_feedin,,True,,,,5506,,
133034,78135,,,1.0,silver_feedin,,True,,,,5726,,
133077,31096,,,1.0,silver_feedin,,True,,,,5726,,
133080,115636,,,1.0,silver_feedin,,True,,,,5726,,
133119,121253,,,1.0,silver_feedin,,True,,,,5504,,
133191,34706,,,1.0,silver_feedin,,True,,,,5726,,
133216,130669,,,1.0,silver_feedin,,True,,,,5452,,
133280,134454,,,1.0,silver_feedin,,True,,,,5620,,
133326,40942,,,1.0,silver_feedin,,True,,,,5726,,
133327,130231,,,1.0,silver_feedin,,True,,,,5620,,
133371,35337,,,1.0,silver_feedin,,True,,,,5726,,
133402,71413,,,1.0,silver_feedin,,True,,,,5726,,
133417,35734,,,1.0,silver_feedin,,True,,,,5726,,
133447,64823,,,1.0,silver_feedin,,True,,,,5726,,
133475,96816,,,1.0,silver_feedin,,True,,,,5733,,
133528,63268,,,1.0,silver_feedin,,True,,,,5726,,
133530,166951,,,1.0,silver_feedin,,True,,,,5726,,
133540,152900,,,1.0,silver_feedin,,True,,,,5726,,
133598,148788,,,1.0,silver_feedin,,True,,,,5726,,
133616,132046,,,1.0,silver_feedin,,True,,,,5330,,
133627,103877,,,1.0,silver_feedin,,True,,,,4468,,
133646,108726,,,1.0,silver_feedin,,True,,,,5726,,
133655,106368,,,1.0,silver_feedin,,True,,,,5726,,
133688,60030,,,1.0,silver_feedin,,True,,,,5726,,
133689,88716,,,1.0,silver_feedin,,True,,,,5726,,
133690,91390,,,1.0,silver_feedin,,True,,,,5726,,
133699,32671,,,1.0,silver_feedin,,True,,,,5726,,
133707,135780,,,1.0,silver_feedin,,True,,,,5707,,
133735,70811,,,1.0,silver_feedin,,True,,,,5074,,
133743,166466,,,1.0,silver_feedin,,True,,,,5236,,
133744,90852,,,1.0,silver_feedin,,True,,,,5106,,
133816,64718,,,1.0,silver_feedin,,True,,,,5726,,
133824,81386,,,1.0,silver_feedin,,True,,,,5726,,
133825,81387,,,1.0,silver_feedin,,True,,,,5726,,
133842,109835,,,1.0,silver_feedin,,True,,,,5726,,
133847,35889,,,1.0,silver_feedin,,True,,,,5726,,
133857,41246,,,1.0,silver_feedin,,True,,,,5726,,
133859,109217,,,1.0,silver_feedin,,True,,,,5726,,
133883,46181,,,1.0,silver_feedin,,True,,,,5726,,
133893,142588,,,1.0,silver_feedin,,True,,,,4303,,
133950,139118,,,1.0,silver_feedin,,True,,,,4813,,
133965,110100,,,1.0,silver_feedin,,True,,,,5706,,
133976,79627,,,1.0,silver_feedin,,True,,,,5106,,
133997,66808,,,1.0,silver_feedin,,True,,,,5726,,
134017,104753,,,1.0,silver_feedin,,True,,,,5726,,
134036,101418,,,1.0,silver_feedin,,True,,,,5726,,
134131,130683,,,1.0,silver_feedin,,True,,,,4317,,
134177,111696,,,1.0,silver_feedin,,True,,,,5726,,
134178,132019,,,1.0,silver_feedin,,True,,,,5707,,
134209,123247,,,1.0,silver_feedin,,True,,,,5726,,
134217,56952,,,1.0,silver_feedin,,True,,,,5726,,
134222,119542,,,1.0,silver_feedin,,True,,,,5726,,
134230,36952,,,1.0,silver_feedin,,True,,,,5726,,
134245,118341,,,1.0,silver_feedin,,True,,,,5726,,
134249,75546,,,1.0,silver_feedin,,True,,,,5726,,
134250,139644,,,1.0,silver_feedin,,True,,,,5726,,
134265,112180,,,1.0,silver_feedin,,True,,,,5726,,
134266,126019,,,1.0,silver_feedin,,True,,,,5726,,
134289,110147,,,1.0,silver_feedin,,True,,,,5726,,
134325,101220,,,1.0,silver_feedin,,True,,,,5078,,
134441,34670,,,1.0,silver_feedin,,True,,,,5726,,
134460,75926,,,1.0,silver_feedin,,True,,,,5726,,
134476,35832,,,1.0,silver_feedin,,True,,,,5726,,
134480,35441,,,1.0,silver_feedin,,True,,,,5726,,
134482,86699,,,1.0,silver_feedin,,True,,,,5726,,
134524,78572,,,1.0,silver_feedin,,True,,,,5726,,
134530,54833,,,1.0,silver_feedin,,True,,,,5726,,
134532,123267,,,1.0,silver_feedin,,True,,,,5726,,
134551,35827,,,1.0,silver_feedin,,True,,,,5726,,
134561,56337,,,1.0,silver_feedin,,True,,,,5726,,
134584,118054,,,1.0,silver_feedin,,True,,,,5306,,
134597,45488,,,1.0,silver_feedin,,True,,,,5726,,
134598,30450,,,1.0,silver_feedin,,True,,,,5726,,
134601,52435,,,1.0,silver_feedin,,True,,,,5726,,
134602,37871,,,1.0,silver_feedin,,True,,,,5726,,
134615,28341,,,1.0,silver_feedin,,True,,,,5726,,
134618,30528,,,1.0,silver_feedin,,True,,,,5726,,
134622,75547,,,1.0,silver_feedin,,True,,,,5726,,
134655,157170,,,1.0,silver_feedin,,True,,,,4313,,
134685,144851,,,1.0,silver_feedin,,True,,,,5075,,
134689,126478,,,1.0,silver_feedin,,True,,,,5707,,
134699,158031,,,1.0,silver_feedin,,True,,,,4325,,
134703,159003,,,1.0,silver_feedin,,True,,,,4324,,
134709,96648,,,1.0,silver_feedin,,True,,,,5426,,
134766,156780,,,1.0,silver_feedin,,True,,,,4313,,
134831,145429,,,1.0,silver_feedin,,True,,,,5312,,
134833,144410,,,1.0,silver_feedin,,True,,,,5316,,
134848,147593,,,1.0,silver_feedin,,True,,,,4322,,
135009,152154,,,1.0,silver_feedin,,True,,,,4313,,
135045,84500,,,1.0,silver_feedin,,True,,,,5726,,
135061,98408,,,1.0,silver_feedin,,True,,,,5332,,
135131,101300,,,1.0,silver_feedin,,True,,,,4310,,
