gp_nr,mp_id,zpb,anlage,battery_positive,audit_negative,battery_commissioning_date,has_pv_row,has_meter,n_gigi_rows,plz,kanton
215962,,,,True,False,2023-05-15,True,False,2,5210,AG
216063,,,,False,True,,True,False,1,5024,AG
697435,97798,CH1011701234500000000000002127482,537762,True,False,2023-09-14,True,True,1,5425,AG
900596,,,,True,False,2023-03-27,True,False,1,5034,AG
216226,,,,False,False,,True,False,1,5014,SO
216213,,,,True,False,2023-05-05,False,False,1,4657,SO
216237,,,,True,False,2023-03-22,True,False,2,5610,AG
709624,72179,CH1011701234500000000000002124388,534484,False,True,,True,True,1,5113,AG
216373,,,,False,True,,True,False,1,8956,AG
900694,,,,True,False,2023-09-30,True,False,2,5408,AG
146018,146173,CH1011701234500000000000002126356,536620,True,False,2023-07-07,True,True,1,4324,AG
146018,146161,CH1011701234500000000000000534739,364210,True,False,2023-07-07,True,True,1,4324,AG
146018,146157,CH1011701234500000000000000504184,364215,True,False,2023-07-07,True,True,1,4324,AG
695851,72083,CH1011701234500000000000002124346,534434,True,False,2023-06-05,True,True,1,5452,AG
596641,,,,True,False,2023-06-13,True,False,2,4464,BL
699307,145815,CH1011701234500000000000000561223,393011,False,True,,False,True,1,5316,AG
694334,,,,False,False,,True,False,1,4323,AG
722853,160358,CH1011701234500000000000002125483,535619,True,False,2023-10-23,True,True,1,4315,AG
704806,150127,CH1011701234500000000000002123951,534022,False,True,,True,True,1,4316,AG
870024,,,,True,False,2025-01-09,True,False,2,5300,AG
183539,,,,True,False,2023-05-03,True,False,2,4323,AG
596560,,,,True,False,2023-07-27,True,False,1,4663,AG
900825,,,,True,False,2023-07-21,True,False,1,5430,AG
216692,,,,True,False,2023-12-08,True,False,1,5014,SO
900899,,,,True,False,,True,False,1,4800,AG
579972,,,,True,False,2023-11-13,True,False,1,5036,AG
593329,,,,True,False,2023-09-22,True,False,1,5200,AG
694569,96067,CH1011701234500000000000002128825,539152,True,False,,True,True,1,5452,AG
694569,130489,CH1011701234500000000000002132760,544188,True,False,,True,True,1,5452,AG
713894,63674,CH1011701234500000000000000616100,487693,False,True,,True,True,2,4323,AG
900555,,,,True,False,2023-09-21,True,False,1,5210,AG
179215,150900,CH1011701234500000000000002127783,538068,False,True,,True,True,1,5607,AG
718990,131834,CH1011701234500000000000002128397,538706,True,False,2023-10-30,True,True,2,5027,AG
120135,154632,CH1011701234500000000000002125860,536113,True,False,2023-11-01,True,True,2,4313,AG
893520,154635,CH1011701234500000000000002127533,537817,True,False,2023-11-03,True,True,1,4313,AG
594950,,,,True,False,2023-07-25,True,False,2,5103,AG
901752,,,,True,False,2023-12-11,True,False,1,4803,AG
216151,,,,True,False,,True,False,1,8966,AG
900418,,,,True,False,2023-12-19,True,False,2,4663,AG
104987,109050,CH1011701234500000000000002128171,538467,True,False,2023-11-03,True,True,1,4322,AG
903240,,,,True,False,2023-11-03,True,False,1,5034,AG
785596,100811,CH1011701234500000000000002127543,537827,True,False,2023-09-29,True,True,1,5622,AG
149164,70028,CH1011701234500000000000002123784,533839,True,False,2023-12-06,True,True,2,5600,AG
130747,102057,CH1011701234500000000000000507488,441116,False,False,,False,True,1,5622,AG
118639,149254,CH1011701234500000000000002131774,542657,True,False,2024-07-04,True,True,1,5607,AG
120137,154633,CH1011701234500000000000002125937,536191,True,False,2023-11-01,True,True,2,4313,AG
902362,,,,False,True,,False,False,1,5430,AG
149072,,,,True,False,,True,False,1,5706,AG
692466,95510,CH1011701234500000000000002127091,537360,True,False,,True,True,2,8962,AG
692466,61683,CH1011701234500000000000000591110,462104,True,False,,True,True,2,8962,AG
217735,,,,True,False,2023-12-08,True,False,1,8964,AG
734481,97650,CH1011701234500000000000002126997,537263,True,False,2023-12-14,True,True,1,5600,AG
901251,,,,True,False,2023-11-23,True,False,1,5432,AG
720808,156311,CH1011701234500000000000002125372,535496,False,False,,True,True,1,4325,AG
901260,,,,True,False,2023-11-21,True,False,1,5024,AG
710804,,,,True,False,2023-08-10,True,False,1,4312,AG
176260,,,,True,False,2023-09-21,True,False,2,5452,AG
571675,,,,False,True,,False,False,1,4805,AG
790904,106074,CH1011701234500000000000002124492,534590,True,False,2023-03-16,True,True,3,5506,AG
821253,122202,CH1011701234500000000000002126961,537224,True,False,2023-08-08,True,True,1,4303,AG
698929,172731,CH1011701234500000000000002128020,538309,True,False,2023-12-15,True,False,1,5605,AG
702016,137429,CH1011701234500000000000002126495,536754,False,False,,True,True,1,4313,AG
703035,36230,CH1011701234500000000000000586032,362397,False,False,,False,True,1,5443,AG
703035,36229,CH1011701234500000000000000558965,362394,False,False,,False,True,1,5443,AG
218254,,,,False,False,,False,False,1,5417,AG
166661,,,,True,False,2023-10-05,True,False,1,5626,AG
696579,173867,CH1011701234500000000000002128126,538421,True,False,2024-01-12,True,False,2,5605,AG
903068,128926,CH1011701234500000000000002127431,537711,True,False,2023-11-08,True,True,1,5620,AG
901606,,,,True,False,2023-08-11,True,False,2,5073,AG
902353,,,,True,False,2023-12-20,True,False,1,4657,SO
885322,152738,CH1011701234500000000000002127244,537516,True,False,2023-09-01,True,True,1,4313,AG
805535,157098,CH1011701234500000000000002128818,539145,True,False,2024-02-02,True,True,2,4313,AG
805537,157099,CH1011701234500000000000002128819,539146,True,False,2024-02-02,True,True,2,4313,AG
743047,108981,CH1011701234500000000000002127373,537649,True,False,2023-08-10,True,True,1,4303,AG
731568,139014,CH1011701234500000000000002128125,538420,True,False,2024-01-12,True,True,1,4313,AG
722394,,,,True,False,2024-01-12,True,False,1,4323,AG
732662,,,,True,False,2023-08-11,True,False,1,4323,AG
883062,,,,False,True,,False,False,1,4312,AG
190040 / 750463,,,,False,True,,False,False,1,5504,AG
138849,,,,True,False,2024-01-09,True,False,2,5605,AG
732821,,,,True,False,2023-11-22,True,False,1,4323,AG
874661,102052,CH1011701234500000000000002129009,539337,True,False,2024-04-18,True,True,1,5106,AG
104479,105637,CH1011701234500000000000002129304,539681,True,False,2024-04-15,True,True,1,8962,AG
104479,60373,CH1011701234500000000000000592368,463340,True,False,2024-04-15,True,True,1,8962,AG
218646,,,,True,False,2024-01-12,True,False,1,4310,AG
155497,126306,CH1011701234500000000000002131450,542320,True,False,2024-07-26,True,True,2,5108,AG
218749,,,,True,False,2023-12-15,True,False,1,5600,AG
741910,139013,CH1011701234500000000000002127788,538073,True,False,2023-11-03,True,True,1,4313,AG
708823,137754,CH1011701234500000000000002128812,539139,True,False,2024-02-15,True,True,1,5316,AG
708823,32173,CH1011701234500000000000002087879,496489,True,False,2024-02-15,True,True,1,5316,AG
707045,,,,True,False,2024-01-12,True,False,1,4312,AG
878846,117943,CH1011701234500000000000002128481,538794,False,False,,True,True,1,5506,AG
150951,115607,CH1011701234500000000000002124159,534234,False,True,,True,True,1,5506,AG
218940,,,,True,False,2024-12-07,True,False,2,5058,AG
219030,,,,True,False,2024-04-22,True,False,1,8965,AG
692126,101176,CH1011701234500000000000002128047,538337,True,False,2024-04-03,True,True,1,8962,AG
749429,,,,True,False,,False,False,1,5616,AG
219195,,,,True,False,2023-12-19,True,False,1,5000,AG
118168,150672,CH1011701234500000000000002129468,539855,True,False,2024-05-01,True,True,2,5607,AG
697496,,,,True,False,2024-02-07,True,False,1,5616,AG
219355,,,,False,False,,True,False,1,5222,AG
751403,91774,CH1011701234500000000000002125299,535418,False,True,,True,True,1,5105,AG
751403,92583,CH1011701234500000000000002125300,535419,False,True,,True,True,1,5105,AG
219690,,,,True,False,2023-12-19,True,False,1,4800,AG
745959,93459,CH1011701234500000000000002128460,538773,True,False,2024-01-10,True,True,3,5105,AG
161857,149313,CH1011701234500000000000002128152,538447,False,True,,True,True,1,4324,AG
731681,106079,CH1011701234500000000000002131487,542358,True,False,2024-05-31,True,True,2,5106,AG
132315,166580,CH1011701234500000000000002129471,539858,True,False,2024-01-12,True,True,1,4312,AG
219735,,,,True,False,2024-04-23,True,False,1,5018,AG
131858,36513,CH1011701234500000000000000566576,361808,True,False,2024-08-12,True,True,2,5443,AG
752093,98955,CH1011701234500000000000002128534,538847,True,False,2024-01-12,True,True,1,4303,AG
720260,166566,CH1011701234500000000000002131656,542538,True,False,2024-06-05,True,True,1,4312,AG
126001,163819,CH1011701234500000000000002128849,539177,True,False,,True,True,1,4312,AG
902793,,,,False,True,,False,False,1,5210,AG
745415,93741,CH1011701234500000000000002128521,538834,True,False,2023-12-20,True,True,2,5074,AG
175514,97794,CH1011701234500000000000002129504,539892,True,False,2024-07-02,True,True,1,5313,AG
727027,98501,CH1011701234500000000000002129406,539788,True,False,2024-06-17,True,True,1,5225,AG
220346,,,,False,False,,False,False,1,5018,AG
700296,98532,CH1011701234500000000000002128588,538906,True,False,2024-04-03,True,True,1,4310,AG
700296,66535,CH1011701234500000000000000546517,381538,True,False,2024-04-03,True,True,1,4310,AG
904943,,,,True,False,2023-08-02,True,False,1,5024,AG
220402,,,,True,False,,True,False,1,5000,AG
159313,,,,True,False,2024-03-20,True,False,2,4805,AG
144863,101174,CH1011701234500000000000002130799,541665,True,False,2024-04-06,True,True,1,5105,AG
868747,,,,True,False,2024-02-01,True,False,1,5102,AG
596561,,,,True,False,2023-09-22,True,False,1,5430,AG
166831,131910,CH1011701234500000000000002131499,542371,True,False,2024-06-11,True,True,1,5725,AG
797810,,,,False,True,,True,False,2,5616,AG
559868,,,,True,False,2024-03-07,True,False,1,5036,AG
109520,154551,CH1011701234500000000000000552984,456847,False,True,,False,True,1,4313,AG
585660,116778,CH1011701234500000000000002130427,541298,False,True,,True,True,1,4322,AG
904069,,,,False,True,,True,False,1,8905,AG
220642,,,,False,True,,False,False,1,5200,AG
556837,162160,CH1011701234500000000000002128947,539275,True,False,2024-03-26,True,True,1,5236,AG
812506,109030,CH1011701234500000000000002128632,538952,True,False,2024-03-22,True,True,1,5506,AG
735427,,,,True,False,2024-03-04,True,False,1,4315,AG
736207,104931,CH1011701234500000000000002131243,542112,True,False,2024-06-25,True,True,1,5078,AG
220966,,,,True,False,2024-04-10,True,False,1,5018,AG
184486,96653,CH1011701234500000000000002128862,539190,True,False,2024-07-04,True,True,1,5305,AG
184486,18846,CH1011701234500000000000002092860,504878,True,False,2024-07-04,True,True,1,5305,AG
572042,,,,False,True,,False,False,1,5070,AG
186748,96886,CH1011701234500000000000002129284,539636,True,False,2023-07-03,True,True,1,5074,AG
723701,124456,CH1011701234500000000000002129137,539463,True,False,2024-01-17,True,True,2,5707,AG
847273,,,,True,False,2024-07-19,True,False,1,5620,AG
221242,,,,False,True,,False,False,1,5000,AG
13217,,,,True,False,2024-03-20,True,False,1,4324,AG
594379,166880,CH1011701234500000000000002129718,540585,False,True,,True,True,1,4333,AG
201264,144017,CH1011701234500000000000002129138,539464,True,False,2024-05-07,True,True,1,5076,AG
186964,,,,True,False,2024-03-13,True,False,1,4334,AG
221051,,,,True,False,2024-10-03,True,False,1,8954,ZH
904184,,,,True,False,2024-03-13,True,False,2,4312,AG
725159,73119,CH1011701234500000000000000514752,451702,False,True,,True,True,1,4310,AG
715586,123483,CH1011701234500000000000000539586,357375,True,False,2024-10-09,True,True,1,4322,AG
113592,105543,CH1011701234500000000000002129250,539594,True,False,2024-06-28,True,True,1,5106,AG
717438,96812,CH1011701234500000000000002128576,538894,True,False,2024-02-28,True,True,2,5225,AG
867869,107123,CH1011701234500000000000002131490,542361,True,False,2024-07-03,True,True,1,5504,AG
159181,,,,True,False,2024-10-25,True,False,2,4805,AG
221660,,,,False,False,,True,False,2,5607,AG
706335,106873,CH1011701234500000000000002129147,539473,True,False,2024-06-12,True,True,1,4310,AG
863162,155839,CH1011701234500000000000002127845,538131,True,False,2024-03-14,True,True,1,4324,AG
863162,155840,CH1011701234500000000000002130448,541319,True,False,2024-03-14,True,True,1,4324,AG
107868,165917,CH1011701234500000000000000594222,465201,True,False,2026-04-08,True,True,2,5322,AG
107868,165138,CH1011701234500000000000000593239,464220,True,False,2026-04-08,True,True,2,5322,AG
700623,110144,CH1011701234500000000000002129363,539742,False,True,,True,True,1,5074,AG
906818,,,,True,False,2024-07-24,True,False,1,5000,AG
722764,131236,CH1011701234500000000000002129288,539665,True,False,2024-07-08,True,True,1,5620,AG
221151,,,,True,False,2024-04-05,True,False,1,5610,AG
596077,,,,False,True,,True,False,1,5272,AG
221251,,,,True,False,2024-06-20,True,False,2,5507,AG
222361,,,,True,False,,True,False,2,3038,BE
108808,169871,CH1011701234500000000000002129237,539577,True,False,,True,False,1,5322,AG
689836,119923,CH1011701234500000000000002131763,542646,False,False,,True,True,1,5237,AG
221104,,,,True,False,2024-08-27,True,False,1,5504,AG
905318,,,,True,False,,True,False,1,5024,AG
197257,125617,CH1011701234500000000000002130992,541855,True,False,2024-07-16,True,True,1,5426,AG
197257,94991,CH1011701234500000000000000522273,389093,True,False,2024-07-16,True,True,1,5426,AG
221163,,,,True,False,2024-05-08,True,False,1,5000,AG
855487,,,,True,False,2024-08-09,True,False,1,4323,AG
220598,,,,True,False,2024-06-21,True,False,1,5502,AG
222659,,,,True,False,2024-07-31,True,False,1,5722,AG
220464,,,,True,False,2024-02-29,True,False,1,5442,AG
147864,,,,False,True,,True,False,1,4314,AG
143397,156980,CH1011701234500000000000000606535,480001,True,False,2024-07-30,True,True,1,5620,AG
143397,156990,CH1011701234500000000000000606545,480011,True,False,2024-07-30,True,True,1,5620,AG
143397,156991,CH1011701234500000000000000606546,480012,True,False,2024-07-30,True,True,1,5620,AG
143397,155244,CH1011701234500000000000002122697,532734,True,False,2024-07-30,True,True,1,5620,AG
143397,155246,CH1011701234500000000000002122699,532736,True,False,2024-07-30,True,True,1,5620,AG
143397,155247,CH1011701234500000000000002122700,532737,True,False,2024-07-30,True,True,1,5620,AG
143397,142065,CH1011701234500000000000002122684,532721,True,False,2024-07-30,True,True,1,5620,AG
143397,142066,CH1011701234500000000000002122685,532722,True,False,2024-07-30,True,True,1,5620,AG
153093,103631,CH1011701234500000000000000578370,415871,False,True,,False,True,1,5504,AG
727137,160104,CH1011701234500000000000002131570,542449,False,True,,True,True,1,4333,AG
220835,,,,False,True,,True,False,1,4853,AG
222951,,,,True,False,2024-08-28,True,False,1,5622,AG
727135,160103,CH1011701234500000000000002131569,542448,False,True,,True,True,1,4333,AG
116909,,,,True,False,2024-03-28,True,False,1,4665,AG
725192,,,,True,False,2024-05-28,True,False,1,4312,AG
821784,131311,CH1011701234500000000000002131244,542113,True,False,2024-09-12,True,True,1,5707,AG
135868,131292,CH1011701234500000000000002131198,542066,True,False,2024-06-20,True,True,1,4313,AG
146143,,,,True,False,,True,False,1,4323,AG
578756,,,,False,True,,True,False,1,5452,AG
223319,,,,True,False,2024-06-06,True,False,1,5013,SO
222144,,,,True,False,2024-09-03,True,False,1,5737,AG
223567,,,,True,False,2024-08-09,True,False,1,8965,AG
577538,,,,True,False,2024-08-09,True,False,1,5200,AG
223425,,,,True,False,,True,False,1,4802,AG
731757,,,,False,True,,False,False,1,5616,AG
712408,,,,True,False,2023-12-14,True,False,1,5705,AG
712048,,,,True,False,2024-09-06,True,False,1,5616,AG
223566,,,,True,False,2025-01-17,True,False,1,4102,BL
223653,,,,True,False,2024-06-20,True,False,3,4323,AG
220683,,,,True,False,2024-08-09,True,False,1,4803,AG
201391,122134,CH1011701234500000000000002132211,543637,True,False,2024-10-07,True,True,2,5076,AG
693075,,,,True,False,2024-06-25,True,False,1,4323,AG
176765,,,,True,False,2024-07-30,True,False,1,5621,AG
224211,,,,True,False,,True,False,1,5018,AG
224148,,,,True,False,2024-09-11,True,False,1,6234,LU
119324,,,,True,False,2024-09-18,True,False,2,5614,AG
896125,40119,CH1011701234500000000000001295824,490504,False,True,,True,True,1,5745,AG
10179,,,,False,True,,False,False,1,5024,AG
221953,,,,True,False,2021-08-09,True,False,1,4852,AG
165183,106365,CH1011701234500000000000002130036,540906,True,False,2024-04-04,True,True,1,5504,AG
224437,,,,True,False,2024-07-11,True,False,1,5036,AG
224444,,,,True,False,2024-10-11,True,False,1,5000,AG
194423,155841,CH1011701234500000000000002132404,543833,False,False,,True,True,1,4324,AG
224372,,,,True,False,2024-04-03,True,False,1,5242,AG
165171,174336,CH1011701234500000000000002143348,556913,True,False,,True,True,2,5506,AG
165171,106348,CH1011701234500000000000000529305,453764,True,False,,True,True,2,5506,AG
224481,,,,True,False,2024-08-21,True,False,1,5400,AG
726831,,,,True,False,2024-09-24,True,False,2,4323,AG
224532,,,,False,False,,True,False,1,4600,SO
224819,,,,True,False,2024-07-25,True,False,1,4657,SO
867608,,,,False,False,,True,False,2,5604,AG
224898,,,,False,False,,True,False,1,5620,AG
580767,,,,False,False,,True,False,1,4312,AG
225057,,,,True,False,2024-08-09,True,False,1,5034,AG
221878,,,,False,True,,True,False,1,5033,AG
555287,109231,CH1011701234500000000000002131976,542860,True,False,2024-08-29,True,True,2,5706,AG
162827,103833,CH1011701234500000000000002131217,542086,True,False,2024-05-03,True,True,1,5225,AG
757719,162281,CH1011701234500000000000002132831,544259,True,False,2024-07-25,True,True,1,4312,AG
225127,,,,False,True,,True,False,2,5443,AG
164237,102550,CH1011701234500000000000002131110,541976,True,False,2024-08-20,True,True,2,5622,AG
164237,111698,CH1011701234500000000000002131759,542642,True,False,2024-08-20,True,True,2,5622,AG
225186,,,,True,False,2024-09-04,True,False,2,4612,SO
711259,103880,CH1011701234500000000000002131209,542077,False,True,,True,True,1,5506,AG
142682,121131,CH1011701234500000000000002132078,543052,True,False,2024-10-08,True,True,1,4303,AG
809909,104399,CH1011701234500000000000002131260,542129,False,True,,True,True,1,5506,AG
225302,,,,True,False,2024-11-22,True,False,1,5452,AG
204380,,,,True,False,2024-04-19,True,False,1,5325,AG
225364,,,,False,True,,True,False,1,5116,AG
750463,,,,False,True,,True,False,1,4310,AG
225438,,,,True,False,2024-07-02,True,False,1,5442,AG
225601,,,,False,True,,True,False,1,5033,AG
225602,,,,True,False,,True,False,2,5033,AG
225594,,,,True,False,2024-07-04,True,False,1,5243,AG
225685,,,,True,False,2024-04-29,True,False,1,5630,AG
225852,,,,True,False,,True,False,2,5620,AG
221659,,,,False,False,,False,False,1,5502,AG
906291,117402,CH1011701234500000000000000575621,353014,False,True,,False,True,2,8962,AG
696588,,,,False,True,,True,False,2,5044,AG
225908,,,,False,True,,True,False,1,5603,AG
225935,,,,False,True,,True,False,1,5611,AG
226026,,,,True,False,2024-03-13,True,False,1,4313,AG
578387,,,,True,False,2024-09-09,True,False,1,4323,AG
176306,131321,CH1011701234500000000000002132904,544332,False,True,,True,True,1,5707,AG
720022,121149,CH1011701234500000000000002134689,546796,True,False,2024-08-05,True,True,2,4310,AG
573146,,,,False,True,,True,False,1,8918,AG
226514,,,,True,False,2024-07-22,True,False,1,8919,AG
194265,123269,CH1011701234500000000000002132065,543039,True,False,2024-08-08,True,True,1,5078,AG
226644,,,,True,False,2024-08-30,True,False,1,5430,AG
226809,,,,False,True,,False,False,1,5610,AG
226751,,,,True,False,2024-12-09,True,False,1,4802,AG
552884,107150,CH1011701234500000000000002131698,542580,True,False,2024-07-08,True,True,1,5522,AG
127293,126291,CH1011701234500000000000002132349,543778,True,False,2024-08-09,True,True,1,4313,AG
583817,,,,True,False,,True,False,1,5605,AG
187213,118890,CH1011701234500000000000002133164,545034,False,True,,False,True,1,5113,AG
187213,27487,CH1011701234500000000000000568943,407975,False,True,,False,True,1,5113,AG
187213,27485,CH1011701234500000000000000500391,407978,False,True,,False,True,1,5113,AG
710897,160716,CH1011701234500000000000002132347,543776,False,True,,True,True,1,4315,AG
717974,119505,CH1011701234500000000000002134264,546132,True,False,2024-10-18,True,True,1,5452,AG
227165,,,,True,False,2026-06-16,True,False,2,5603,AG
227446,,,,False,False,,True,False,1,4323,AG
897353,109241,CH1011701234500000000000002132054,542938,True,False,2024-08-30,True,True,1,5522,AG
811757,109763,CH1011701234500000000000002131951,542834,False,False,,True,True,1,5608,AG
226015,,,,True,False,,True,False,3,5082,AG
227594,,,,True,False,2024-09-06,True,False,1,5412,AG
696780,106916,CH1011701234500000000000002131659,542541,True,False,2024-05-27,True,True,2,4310,AG
708813,141280,CH1011701234500000000000002127888,538175,True,False,,True,True,1,5316,AG
228090,,,,True,False,2024-06-30,True,False,1,5034,AG
720199,54948,CH1011701234500000000000000517448,372218,True,False,2025-02-06,True,True,1,4314,AG
150964,131301,CH1011701234500000000000002131950,542833,False,True,,True,True,1,5107,AG
198525,,,,True,False,2024-11-06,True,False,1,5723,AG
223900,155255,CH1011701234500000000000002133034,544466,True,False,2024-11-22,True,True,1,5607,AG
226549,,,,True,False,2024-10-21,True,False,1,4542,SO
182712,,,,False,True,,True,False,2,8967,AG
732680,,,,True,False,2024-10-11,True,False,1,4323,AG
868792,117175,CH1011701234500000000000002132084,543132,True,False,2024-08-30,True,True,3,4322,AG
226011,166421,CH1011701234500000000000002134061,545933,True,False,2026-07-09,True,True,2,5425,AG
228750,,,,False,True,,True,False,1,5620,AG
228764,,,,True,False,2024-09-30,True,False,1,5034,AG
167903,,,,True,False,2024-05-29,True,False,1,4332,AG
197811,,,,True,False,2024-12-05,True,False,1,4305,AG
227658,,,,False,True,,False,False,1,5200,AG
736402,173599,CH1011701234500000000000002132665,544093,False,True,,True,True,1,5236,AG
736402,174523,CH1011701234500000000000000555845,371025,False,True,,True,True,1,5236,AG
736402,162910,CH1011701234500000000000000562753,370412,False,True,,True,True,1,5236,AG
736402,174521,CH1011701234500000000000000563219,370369,False,True,,True,True,1,5236,AG
736402,162911,CH1011701234500000000000000569637,370788,False,True,,True,True,1,5236,AG
736402,164493,CH1011701234500000000000000571047,369966,False,True,,True,True,1,5236,AG
736402,162912,CH1011701234500000000000000573220,370257,False,True,,True,True,1,5236,AG
736402,159275,CH1011701234500000000000000573513,370903,False,True,,True,True,1,5236,AG
736402,162915,CH1011701234500000000000000598908,469965,False,True,,True,True,1,5236,AG
736402,162909,CH1011701234500000000000000534165,370438,False,True,,True,True,1,5236,AG
736402,174522,CH1011701234500000000000000544622,370562,False,True,,True,True,1,5236,AG
736402,174202,CH1011701234500000000000000550184,369587,False,True,,True,True,1,5236,AG
736402,174518,CH1011701234500000000000000519195,370372,False,True,,True,True,1,5236,AG
736402,174519,CH1011701234500000000000000521352,370363,False,True,,True,True,1,5236,AG
736402,174189,CH1011701234500000000000000521659,370633,False,True,,True,True,1,5236,AG
736402,173816,CH1011701234500000000000000505455,370453,False,True,,True,True,1,5236,AG
736402,165057,CH1011701234500000000000000510314,369961,False,True,,True,True,1,5236,AG
226022,,,,True,False,2024-09-06,True,False,1,5702,AG
709341,131369,CH1011701234500000000000002134315,546184,True,False,2024-12-11,True,True,3,4317,AG
227957,,,,True,False,,True,False,2,5103,AG
229103,,,,True,False,2024-11-18,True,False,1,5272,AG
719301,116779,CH1011701234500000000000002132814,544242,True,False,2024-09-17,True,True,1,5504,AG
229415,,,,False,True,,False,False,1,5107,AG
228382,,,,True,False,2024-09-25,True,False,1,5502,AG
696935,119892,CH1011701234500000000000002134230,546097,True,False,2025-04-09,True,True,1,5225,AG
696935,101837,CH1011701234500000000000000613866,485459,True,False,2025-04-09,True,True,1,5225,AG
229547,,,,True,False,,True,False,2,5436,AG
735579,115589,CH1011701234500000000000002132907,544335,True,False,,True,True,1,8962,AG
226885,,,,False,True,,True,False,1,5032,AG
227966,,,,True,False,2024-12-20,True,False,1,5032,AG
228239,,,,True,False,2024-11-25,True,False,1,5452,AG
228384,,,,True,False,2024-12-05,True,False,2,5502,AG
746764,115387,CH1011701234500000000000002132883,544311,True,False,2024-10-28,True,True,1,5452,AG
229766,,,,True,False,2024-11-20,True,False,1,5703,AG
722929,118609,CH1011701234500000000000002134146,546018,True,False,2024-12-17,True,True,1,5106,AG
227804,,,,True,False,2024-11-30,True,False,3,5702,AG
230149,,,,False,True,,True,False,1,4310,AG
188943,,,,True,False,,True,False,1,5524,AG
227913,93564,CH1011701234500000000000000545623,414712,False,False,,False,True,1,5426,AG
692550,121379,CH1011701234500000000000002134437,546359,False,False,,True,True,2,8962,AG
575209,,,,True,False,2025-05-08,True,False,1,5012,SO
231791,,,,False,True,,True,False,1,5034,AG
231749,,,,True,False,,True,False,1,5000,AG
568740,,,,False,True,,False,False,1,5000,AG
231801,,,,True,False,2025-05-20,True,False,1,5200,AG
228837,110865,CH1011701234500000000000000502924,459008,True,False,2024-11-30,True,True,1,5463,AG
724334,120594,CH1011701234500000000000002134453,546376,False,False,,True,True,1,5235,AG
228933,,,,False,True,,False,False,1,4632,SO
851473,120484,CH1011701234500000000000002134447,546370,True,False,2024-12-17,True,True,1,8962,AG
232339,,,,False,True,,False,False,1,5000,AG
707043,,,,True,False,2025-06-13,True,False,2,4312,AG
164491,120483,CH1011701234500000000000002134519,546542,False,True,,True,True,1,5105,AG
229264,,,,True,False,2025-04-24,True,False,1,5200,AG
232359,,,,True,False,2024-12-06,True,False,1,5726,AG
156287,163477,CH1011701234500000000000002133141,544960,False,False,,False,True,2,5322,AG
232425,,,,False,True,,False,False,1,5452,AG
137763,144176,CH1011701234500000000000002134849,547068,True,False,2025-01-12,True,True,1,4313,AG
229088,,,,False,True,,True,False,1,5430,AG
232749,,,,True,False,,True,False,1,4123,BL
233086,,,,True,False,2025-01-22,True,False,1,5073,AG
232990,,,,False,True,,False,False,1,4600,SO
233087,,,,True,False,2025-01-29,True,False,2,5212,AG
778612,130488,CH1011701234500000000000002120440,530456,True,False,2025-04-17,False,True,1,5725,AG
233188,,,,False,True,,True,False,1,4127,BL
233298,,,,True,False,2025-05-06,True,False,1,5605,AG
227577,,,,True,False,2025-04-07,True,False,1,5034,AG
891106,156301,CH1011701234500000000000002139513,552819,True,False,,True,True,1,4313,AG
232018,,,,True,False,2025-06-27,True,False,1,5430,AG
233381,,,,True,False,2025-01-23,True,False,2,4652,SO
228831,153410,CH1011701234500000000000000536578,353292,False,True,,True,True,1,8962,AG
106914,124215,CH1011701234500000000000002135129,547625,True,False,2025-03-06,True,True,1,5608,AG
234314,,,,True,False,2025-04-04,True,False,1,5018,AG
722955,125494,CH1011701234500000000000002134987,547339,True,False,2025-02-18,True,True,1,5304,AG
234332,,,,True,False,2025-04-08,True,False,1,5034,AG
133692,124214,CH1011701234500000000000002135112,547607,True,False,2025-03-17,True,True,1,5608,AG
701696,132050,CH1011701234500000000000002134990,547342,False,True,,True,True,1,5304,AG
770736,126213,CH1011701234500000000000002135113,547608,True,False,2025-03-21,True,True,1,5027,AG
222824,95133,CH1011701234500000000000002127985,538273,True,False,,True,True,1,5304,AG
234572,,,,True,False,2025-03-24,True,False,1,4614,SO
118265,140406,CH1011701234500000000000002137635,550700,True,False,2025-05-05,True,True,1,5607,AG
118265,140444,CH1011701234500000000000000596199,467223,True,False,2025-05-05,True,True,1,5607,AG
118265,140443,CH1011701234500000000000000596195,467219,True,False,2025-05-05,True,True,1,5607,AG
744914,,,,True,False,2025-07-02,True,False,1,5000,AG
234669,,,,True,False,,True,False,1,5024,AG
705032,,,,True,False,2025-03-19,False,False,1,5604,AG
869547,,,,True,False,2025-03-18,True,False,2,4323,AG
235223,,,,False,True,,False,False,1,5614,AG
582164,162934,CH1011701234500000000000000587875,392084,False,True,,False,True,1,5614,AG
235266,,,,False,True,,False,False,1,5303,AG
230807,,,,False,True,,False,False,1,5425,AG
188435,,,,True,False,2025-05-01,True,False,1,5524,AG
201527,,,,True,False,2025-06-23,True,False,2,5620,AG
909265,84982,CH1011701234500000000000000537164,403311,False,True,,False,True,1,4468,SO
235760,,,,True,False,2025-05-02,True,False,1,5445,AG
235970,,,,False,True,,False,False,1,5200,AG
236035,,,,True,False,2025-05-28,False,False,1,4632,SO
186396,157108,CH1011701234500000000000002137882,550975,True,False,2025-03-18,True,True,1,4324,AG
